ID,Наименование,Ссылка,Регулярная цена,Промо цена,Бренд
70931,"Science Plan Small Miniature сухой корм для собак мелких и миниатюрных пород, с курицей, 1,5кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/hills_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_kuricey_1_5_kg.html?offer=42466,['1487'],299,Hill's
155675,"Корм сухой для щенков, с ягненком и индейкой, 10 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-sukhoy-dlya-shchenkov-s-yagnenkom-i-indeykoy-10kg.html?offer=155676,[''],7250,Grandorf
146997,Natural Instinct Корм сухой для щенков,https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/natural-instinct-korm-suhoy-dlya-shchenkov.html?offer=146999,[''],1551,Dog & Dog Wild
145780,"Adult Care Dermatologic Сухой корм для собак всех пород склонных к дерматологической чувствительности, с лососем, 3 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ownat-care-dlya-sobak-vseh-porod-dermatologic-s-lososem-pak-3kg.html?offer=145781,[''],2565,Ownat
31794,"Science Plan Advanced Fitness сухой корм для собак средних пород, с курицей, 12кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Korm_dlya_sobak_Hills_s_kuritsey_mesh__12kg_1003652.html?offer=31795,['8259'],6408,Hill's
154320,"Senior Сухой корм на основе свежего мяса для собак мелких пород, с индейкой, 1,5 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/sukhoy-korm-na-osnove-svezhego-myasa-dlya-sobak-senor-melkikh-porod-s-indeykoy-400g.html?offer=154329,[''],377,Aвва
31909,"Prescription Diet z/d Food Sensitivities сухой корм для собак, диетический гипоаллергенный, 3кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Hills_ZD_dieticheskiy_suhoy_korm_dlya_sobak_ultra_dlyaecheniya_allergii.html?offer=43629,[''],5215,Hill's
42302,"Корм для собак крупных пород старше 1 года, с цыпленком, меш. 18 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Nasha_Marka_suhoy_korm_dlya_sobak_krupnyh_porod_s_tsyplenkom.html?offer=88466,[''],707,Наша Марка
148077,"Premium Adult Сухой корм для собак мелких пород, индейка, 1,5 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/avva-premium-suh-400g-dlya-sobak-melkih-porod-indeyka.html?offer=148083,[''],251,Aвва
151184,"Mini Junior Ultra Корм сухой для щенков мелких пород, с курицей и индейкой, 1 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/ultra-korm-dlya-shchenkov-melkih-porod-s-kuricey-i-indeykoy.html?offer=113397,[''],484,Ownat
119912,"N&D PUMPKIN сухой корм для собак мелких пород, с курицей, тыквой и гранатом, 2,5кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/farmina-n-d-dog-gf-pumpkin-chicken-pomegranate-adult-mini-800-gr.html?offer=119914,[''],1353,Farmina
82114,"Medium Adult корм для взрослых собак средних пород с нормальной физической активностью, с курицей, 12 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-medium-korm-dlya-vzroslyh-sobak-srednih-porod-3-kg.html?offer=82116,[''],2187,Monge
43589,"Premium Puppy Large сухой корм для щенков крупных пород, с курицей, 12 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Avva_Premium_suhoy_korm_dlya_shchenkov_krupnyh_porod_kuritsa.html?offer=45807,[''],1017,Aвва
45783,"Science Plan Healthy Development сухой корм для щенков средних пород, ягненок с рисом, 12кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Hills_suhoy_korm_dlya_shchenkov_i_beremennyh_sobak_yagnenokris.html?offer=42464,['9999'],809,Hill's
151178,"Mini Adult Classic Сухой корм для взрослых собак мелких пород, с курицей, 1,5 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/classic-korm-dlya-sobak-melkih-porod-s-kuricey.html?offer=138276,[''],348,Ownat
46862,"Opti Digest сухой корм для взрослых собак для мелких и карликовых пород при чувствительном пищеварении с ягненком, 3 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_suhoy_korm_dlya_sobak_melkih_i_karlikovyh_porod_s_chuvstvit_pishchevaren_yagnenokg.html?offer=46863,['2689'],519,Pro Plan ®
82168,"All Breeds Adult корм для взрослых собак всех пород, с лососем и рисом, 12 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/monge-dog-speciality-korm-dlya-sobak-vseh-porod-losos-s-risom-12-kg.html?offer=82169,[''],2363,Monge
146692,"Mini сухой корм для собак мелких пород с уткой, рисом и картофелем, 2,5 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/korm-suhoy-dlya-sobak-melkih-porod-s-utkoy-risom-i-kartofelem.html?offer=146694,[''],596,UNICA
42369,"Giant Adult 28 корм для взрослых собак гигантских пород старше 18/24 месяцев, 15 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Royal_Canin_Giant_Adult_28_suhoy_korm_dlya_sobak_ochen_krupnyh_porod_15_kg_1000618.html?offer=42370,[''],2187,Royal Canin
143067,"Prescription Diet Metabolic Mini сухой корм для собак мелких пород для снижения и контроля веса с курицей, 1 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/pd-meta-korm-d-sob-kor-vesa-mini-6h1kg.html?offer=143068,[''],1682,Hill's
42349,"Opti Digest сухой корм для щенков для средних пород при чувствительном пищеварении с ягненком, 3 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Pro_Plan_Puppy_suhoy_korm_dlya_shchenkov_s_chuvstvitelnym_pishchevareniem_yagnenok.html?offer=42350,[''],1182,Pro Plan ®
44657,"Gastro Intestinal Low Fat LF22 корм для собак при нарушении пищеварения, 1,5 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/Gastro_Intestinal_Low_Fat_dieticheskiy_suhoy_korm_dlya_sobak_pri_narusheniyah_pishchevareniya_15_kg_1009201.html?offer=44658,[''],2061,Royal Canin
143071,"Prescription Diet i-d Stress Mini Digestive Care сухой корм для собак мелких пород при расстройствах ЖКТ, вызванных стрессом, с курицей, 1 кг",https://4lapy.ru//catalog/sobaki/korm-sobaki/sukhoy-korm-sobaki/pd-i-d-korm-d-sob-zhkt-stress-mini-4h3kg.html?offer=143369,[''],1723,Hill's
